canonical_smiles,name,organism,pathway,pAct_ACC2,pAct_DGAT2,pAct_FASN,pAct_FDFT1,pAct_FXR,pAct_HMGCR,pAct_LXRa,pAct_PPARG,pAct_SCD,pAct_THRb,top3_mean,max_pAct,tcm,n_active,MTS
C=C(C)[C@H](CC=C(C)C)CC1=C(O)C(CC=C(C)C)=C(O)C2=C1O[C@@H](C1=CC=C(O)C=C1O)CC2=O,,Sophora flavescens,Shikimates and Phenylpropanoids,6.52,7.65,5.23,6.18,6.81,5.19,5.76,5.75,5.19,6.72,7.06,7.65,苦参/槐,4,27.7
C=CC(C)(C)C1=CC([C@@H]2CC(=O)C3=C(O)C=C(O)C(CC=C(C)C)=C3O2)=C(O)C=C1O,AChE-IN-17,Ascidia ceratodes|Astragalus complanatus|Brassica juncea|Calophyllum teysmannii|Dalea scandens var. paucifolia|Dalea scandens var.paucifolia|Dalea versicolor|Eria bracteata|Erythrophleum fordii|Graphis desquamescens|Lotus arabicus|Monactis macbridei|Rubus medius|Vernonia hindei,Shikimates and Phenylpropanoids,6.5,7.68,4.84,5.91,6.68,5.43,5.71,5.74,5.16,6.83,7.06,7.68,黄芪,4,27.69
CC1(C)C=CC2=C(C=C(O)C3=C2OC(=O)C2=C(O)C=CC=C23)O1,Sarolactone,Hypericum japonicum,Shikimates and Phenylpropanoids,6.7,7.58,5.22,6.12,6.75,5.75,5.79,5.27,5.09,6.66,7.01,7.58,地耳草/田基黄,4,27.69
C=CCC1=CC=C(OC2=C(O)C(O)=CC(CC=C)=C2CC(O)C(O)C2=CC(O)=C(O)C(OC3=CC=CC(CC=C)=C3)=C2)C=C1,,Magnolia officinalis,Shikimates and Phenylpropanoids,6.47,7.15,5.24,6.66,5.26,6.19,6.76,6.28,5.31,7.11,7.01,7.15,厚朴,4,27.68
C=C(NC(=O)C1=CSC(C2=NC3=C(C=C2O)C2=NC(=CS2)/C(O)=N/[C@@H]([C@H](C)O)/C(O)=N\C(=C/C)C2=NC(=CS2)/C(O)=N\C2C[C@H](O)C(=O)OCC4=C5C(C)=C(NC5=CC=C4)C(=O)SC[C@@H](/N=C(\O)C4=CSC2=N4)C2=N[C@@H]3C=[S+]2)=N1)C(N)=O,"~{N}-(1-carbamoylvinyl)-2-[(1~{R},5~{S},16~{Z},18~{S},19~{E},21~{Z},26~{E},30~{S},45~{Z})-21-ethylidene-9,16,19,26,30,46-hexahydroxy-18-[(1~{S})-1-hydroxyethyl]-40-methyl-31,42-dioxo-32-oxa-13,23,43,49-tetrathia-3-thionia-7,17,20,27,45,51,52,53,54,55-decazanonacyclo[26.16.6.1^{2,5}.1^{12,15}.1^{22,25}.1^{38,41}.1^{47,50}.0^{6,11}.0^{34,39}]pentapentaconta-2(55),3,6(11),7,9,12(54),14,16,19,22(53),24,26,34(39),35,37,40,45,47,50-nonadecaen-8-yl]thiazole-4-carboxamide",Aconitum umbrosum|Allium ampeloprasum|Artemisia iwayomogi|Bolboschoenus maritimus|Conyza pallidiflora|Diospyros chloroxylon|Drimia altissima|Evasterias retifera|Garcinia neglecta|Helenium amarum|Lemaireocereus stellatus|Ligularia lankongensis|Lithospermum carolinense|Lonicera nitida|Maytenus disticha|Myxococcus xanthus|Narcissus pseudonarcissus subsp. radinganorum|Nodulisporium hinnuleum|Phebalium rotundifolium|Pulsatilla vulgaris subsp. grandis|Scutellaria viscidula|Selinum tenuifolium|Senecio retrorsus|Sideritis glacialis|Streptomyces antibioticus|Taxus wallichiana|Uperoleia rugosa|Vernonia arkansana|Xanthorrhoea reflexa|Xenia elongata,Amino acids and Peptides,6.53,7.54,5.72,6.02,6.15,6.64,5.89,6.19,5.01,6.97,7.05,7.54,黄芩,4,27.68
COC1=CC=C2C(=C1O)[C@@]13CC(=O)N(C)[C@@]14C[C@@H]2O[C@]4(OC)[C@@H](OC)[C@@H](OC(=O)/C=C/C1=CC=CC=C1)C3,6-cinnamoylhernandine,Stephania japonica,Alkaloids,6.55,7.49,5.64,6.19,7.09,5.52,5.6,6.01,5.11,6.55,7.04,7.49,防己,4,27.68
CC(C)=CCC1=C2OC(C)(C)C=CC2=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1)CC2=O,lupinifolin,Citrus medica|Citrus medica var. sarcodactylis|Citrus sinensis|Deguelia hatschbachii|Derris hainesiana|Derris reticulata|Eriosema chinense|Eriosema tuberosum|Erythrina Fusca|Erythrina fusca|Erythrina senegalensis|Euchresta formosana|Flemingia Macrophylla|Flemingia macrophylla|Flemingia philippinensis|Flemingia wallichii|Lonchocarpus guatemalensis|Lonchocarpus miniflorus|Lonchocarpus minimiflorus|Maclura pomifera|Macrotyloma biflorum var. biflorum|Mundulea sericea|Rhynchosia precatoria|Sophora tetraptera|Sophora tonkinensis|Tephrosia lupinifolia,Shikimates and Phenylpropanoids,6.74,7.57,5.43,6.09,6.86,5.07,5.56,5.89,5.25,6.51,7.06,7.57,苦参/槐,4,27.68
COC1=CC=C2C(=C1O)[C@@]13CC(=O)N(C)[C@@]14C[C@@H]2O[C@@]4(OC)[C@@H](OC)[C@@H](OC(=O)/C=C/C1=CC=CC=C1)C3,,Stephania longa,Alkaloids,6.55,7.49,5.64,6.19,7.09,5.52,5.6,6.01,5.11,6.55,7.04,7.49,防己,4,27.68
COC1=CC=C2C(=C1O)[C@]13CC(=O)N(C)[C@@]14C[C@@H]2O[C@@]4(OC)[C@@H](OC)[C@@H](OC(=O)/C=C/C1=CC=CC=C1)C3,Stephalonine E,Stephania longa,Alkaloids,6.55,7.49,5.64,6.19,7.09,5.52,5.6,6.01,5.11,6.55,7.04,7.49,防己,4,27.68
CC(C)=C[C@H](O)C/C(C)=C/CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=CC=C1)CC2=O,"(2S)-5,7-dihydroxy-8-[(2E,5R)-5-hydroxy-3,7-dimethylocta-2,6-dienyl]-2-phenyl-2,3-dihydrochromen-4-one",Agelas dispar|Artemisia schischkinii|Coccinella transversoguttata|Drimys winteri|Ecklonia arborea|Eugenia hyemalis|Hygrocybe punicea|Phora affinis|Phyllospongia lamellosa|Rabdosia ternifolia|Rubus chroosepalus|Scalesia baurii|Tephrosia viridiflora,Shikimates and Phenylpropanoids,6.54,7.63,5.32,6.13,6.7,5.33,5.66,5.9,5.11,6.8,7.04,7.63,香茶菜,4,27.67
C=C(C)[C@H](CC=C(C)C)CC1=C(O)C(CC=C(C)C)=C(O)C2=C1O[C@H](C1=C(O)C=C(O)C=C1O)CC2=O,,Sophora exigua,Shikimates and Phenylpropanoids,6.51,7.7,4.64,6.13,6.72,5.22,5.73,5.89,5.18,6.72,7.05,7.7,苦参/槐,4,27.65
C=C(C)[C@@H](CC=C(C)C)CC1=C(O)C(CC=C(C)C)=C(O)C2=C1O[C@H](C1=C(O)C=C(O)C=C1O)CC2=O,,Sophora exigua,Shikimates and Phenylpropanoids,6.51,7.7,4.64,6.13,6.72,5.22,5.73,5.89,5.18,6.72,7.05,7.7,苦参/槐,4,27.65
COC1=CC=C([C@@H]2CC(=O)C3=C(O)C(CC=C(C)C)=C4OC(C)(C)C=CC4=C3O2)C(O)=C1,,Amietophrynus regularis|Astragalus bicuspis|Chelonaplysilla violacea|Flemingia Macrophylla|Flemingia macrophylla|Hibiscus schizopetalus|Hyoscyamus pusillus|Justicia adhatoda|Parameria laevigata|Pterocarpus indicus|Strongylodesma algoaensis|Styrax agrestis|Teucrium marum|Tolypocladium album|Usnea canariensis|[clostridium] cellulolyticum,Shikimates and Phenylpropanoids,6.81,7.49,5.32,6.19,6.79,5.46,5.79,5.73,5.2,6.56,7.03,7.49,黄芪,4,27.65
CC(C)=CCC1=C(O)C(/C=C/C(C)C)=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1O)CC2=O,,Abelia chinensis|Aplophyllum alberti-regelii|Asimina parviflora|Atraphaxis spinosa|Baccharis neglecta|Centaurea maculosa|Chondrodendron tomentosum|Clerodendrum bungei|Conus mus|Cordia leucocephala|Dendronephthya griffini|Diospyros assimilis|Dolabella californica|Embelia parviflora|Embelia schimperi|Ephedra sinica|Epilobium hirsutum|Eria anomala|Erysimum leptophyllum|Erythrina melanacantha|Esenbeckia leiocarpa|Euphorbia nematocypha|Faramea salicifolia|Gymnocalycium schickendantzii|Haplophyllum obtusifolium|Helichrysum tenuifolium|Hypericum styphelioides|Latrunculia magnifica|Lemaireocereus longispinus|Lycogala epidendrum|Lythrum salicaria|Megaselia flavescens|Monsonia senegalensis|Morella rubra|Myxococcus stipitatus|Onopordum acanthium|Pancratium sickenbergeri|Piper regnellii|Planchonia grandis|Plathymenia reticulata|Pteridium esculentum|Rhinella marina|Shigella dysenteriae|Simarouba glauca|Siphonaria capensis|Sophora flavescens|Syzygium polycephaloides|Theonella conica|Tricholoma columbetta|Vellozia nanuzae|Vernonia fagifolia,Shikimates and Phenylpropanoids,6.52,7.51,5.5,6.21,6.81,5.09,5.66,5.94,5.19,6.81,7.04,7.51,地耳草/田基黄,4,27.65
O=C(O)C[C@H](C(=O)O[C@@H]1[C@H](O)[C@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](CO)[C@H]1O)[C@H]1C2=C(O)C(O)=C(O)C=C2C(=O)O[C@@H]1C(=O)O,,Phyllanthus emblica,Shikimates and Phenylpropanoids,6.76,7.43,4.54,6.51,5.33,5.62,5.62,5.13,5.34,6.93,7.04,7.43,叶下珠,4,27.63
O=C(O)CC(C(=O)O[C@@H]1[C@@H](O)[C@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@H](CO)[C@H]1O)[C@H]1C2=C(O)C(O)=C(O)C=C2C(=O)O[C@@H]1C(=O)O,,Phyllanthus emblica,Shikimates and Phenylpropanoids,6.76,7.43,4.54,6.51,5.33,5.62,5.62,5.13,5.34,6.93,7.04,7.43,叶下珠,4,27.63
O=C(O)C[C@H](C(=O)O[C@@H]1[C@@H](O)[C@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@H](CO)[C@H]1O)[C@H]1C2=C(O)C(O)=C(O)C=C2C(=O)O[C@@H]1C(=O)O,,Phyllanthus emblica,Shikimates and Phenylpropanoids,6.76,7.43,4.54,6.51,5.33,5.62,5.62,5.13,5.34,6.93,7.04,7.43,叶下珠,4,27.63
CC1(C)C=CC2=C(C=CC([C@]3(O)COC4=CC(O)=CC(O)=C4C3=O)=C2O)O1,sophoronol A,Sophora mollis,Shikimates and Phenylpropanoids,6.78,7.5,5.07,6.11,6.72,5.68,5.76,5.11,5.12,6.62,7.0,7.5,苦参/槐,4,27.62
CC(C)C[C@@H]1/N=C(\O)C/N=C(\O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)/N=C(\O)[C@H](C(C)C)/N=C(\O)[C@H](C)/N=C(\O)[C@H](CC(N)=O)/N=C/1O,"2-[(3~{S},4~{Z},6~{S},7~{Z},9~{S},10~{Z},12~{S},13~{Z},15~{S},16~{Z},19~{Z},21~{S})-5,8,11,14,17,20-hexahydroxy-3-[(1~{R})-1-hydroxyethyl]-15-isobutyl-6-isopropyl-9-methyl-2-oxo-1,4,7,10,13,16,19-heptazabicyclo[19.3.0]tetracosa-4,7,10,13,16,19-hexaen-12-yl]acetamide",Alstonia angustiloba|Annona cherimola|Annona cherimolia|Artemisia pectinata|Aspergillus microcysticus|Baccharis grandicapitulata|Beesia calthifolia|Boschniakia rossica|Botrychium ternatum|Bursera kerberi|Clerodendrum trichotomum|Clinacanthus nutans|Coffea liberica var. dewevrei|Costasiella ocellifera|Creosphaeria sassafras|Crotalaria stolzii|Curcuma aeruginosa|Delisea elegans|Delphinium giraldii|Emericellopsis minima|Eucalyptus albens|Euonymus fortunei|Euploca racemosa|Gutierrezia dracunculoides|Hedysarum gmelini|Helenium integrifolium|Juniperus scopulorum|Lasianthaea podocephala|Lupinus cosentinii|Melampodium leucanthum|Micromonospora echinospora|Morella pensylvanica|Ormosia dasycarpa|Papaver pseudocanescens|Pellacalyx axillaris|Pestalotiopsis oenotherae|Phlomis crinita|Piper brachystachyum|Pseudocyphellaria australiensis|Psidium acutangulum|Renealmia alpinia|Rhododendron mucronulatum|Sarcophyton flexuosum|Selinum libanotis|Senecio congestus|Sideritis dasygnaphala|Stellaria media|Streptomyces melanogenes|Streptomyces parvisporogenes|Tephroseris kirilowii|Zephyranthes flava,Amino acids and Peptides,6.61,7.47,4.58,5.81,5.37,5.06,5.38,6.74,4.98,6.8,7.0,7.47,茵陈/青蒿,4,27.62
C[C@@H]1CC2=C(Cl)C=C(C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)C(O)=C2C(=O)O1,OCHRATOXIN A,Aspergillus melleus|Aspergillus niger|Aspergillus ochraceus|Aspergillus spp.|Aspergillus sulphureus|Aspergillus westerdijkiae|Glycyrrhiza uralensis|Penicillium nordicum|Penicillium spp.|Penicillium verrucosum|Penicillium viridicatum,Shikimates and Phenylpropanoids,5.62,7.69,6.44,6.78,5.59,5.97,5.78,6.57,5.14,6.58,7.02,7.69,甘草,4,27.62
C=C(C)[C@H](CC=C(C)C)CC1=C(OC)C=C(O)C2=C1O[C@H](C1=C(O)C=CC=C1O)CC2=O,Exiguaflavanone B,Artemisia indica|Sophora exigua,Shikimates and Phenylpropanoids,6.5,7.68,5.26,6.35,6.68,5.82,5.72,5.98,5.05,6.74,7.03,7.68,茵陈/青蒿,4,27.6
C=CC(C)(C)C1=CC([C@@H]2CC(=O)C3=C(O)C=C(O)C(CC=C(C)C)=C3O2)=C(OC)C=C1O,"(2S)-5,7,4'-Trihydroxy-2'-methoxy-8-prenyl-5'-(1,1-dimethylallyl)flavanone",Ascidia ceratodes|Astragalus complanatus|Brassica juncea|Calophyllum teysmannii|Dalea scandens var. paucifolia|Dalea scandens var.paucifolia|Dalea versicolor|Eria bracteata|Erythrophleum fordii|Graphis desquamescens|Lotus arabicus|Monactis macbridei|Rubus medius|Vernonia hindei,Shikimates and Phenylpropanoids,6.53,7.62,4.82,6.08,6.68,5.78,5.68,5.78,5.16,6.77,7.02,7.62,黄芪,4,27.6
CC(C)=CCC(CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1O)CC2=O)C(C)CO,KUSHENOL Q,Sophora flavescens,Shikimates and Phenylpropanoids,6.53,7.55,5.19,6.34,6.75,5.57,5.64,5.72,5.06,6.77,7.02,7.55,苦参/槐,4,27.6
CC(C)=CC[C@H](CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1O)CC2=O)[C@H](C)CO,,Abelia chinensis|Aplophyllum alberti-regelii|Asimina parviflora|Atraphaxis spinosa|Baccharis neglecta|Centaurea maculosa|Chondrodendron tomentosum|Clerodendrum bungei|Conus mus|Cordia leucocephala|Dendronephthya griffini|Diospyros assimilis|Dolabella californica|Embelia parviflora|Embelia schimperi|Ephedra sinica|Epilobium hirsutum|Eria anomala|Erysimum leptophyllum|Erythrina melanacantha|Esenbeckia leiocarpa|Euphorbia nematocypha|Faramea salicifolia|Gymnocalycium schickendantzii|Haplophyllum obtusifolium|Helichrysum tenuifolium|Hypericum styphelioides|Latrunculia magnifica|Lemaireocereus longispinus|Lycogala epidendrum|Lythrum salicaria|Megaselia flavescens|Monsonia senegalensis|Morella rubra|Myxococcus stipitatus|Onopordum acanthium|Pancratium sickenbergeri|Piper regnellii|Planchonia grandis|Plathymenia reticulata|Pteridium esculentum|Rhinella marina|Shigella dysenteriae|Simarouba glauca|Siphonaria capensis|Sophora flavescens|Syzygium polycephaloides|Theonella conica|Tricholoma columbetta|Vellozia nanuzae|Vernonia fagifolia,Shikimates and Phenylpropanoids,6.53,7.55,5.19,6.34,6.75,5.57,5.64,5.72,5.06,6.77,7.02,7.55,地耳草/田基黄,4,27.6
C=C(C)[C@@H](CC=C(C)C)CC1=C(O)C=C(C)C2=C1O[C@H](C1=CC=C(O)C=C1O)CC2=O,,Abelia chinensis|Aplophyllum alberti-regelii|Asimina parviflora|Atraphaxis spinosa|Baccharis neglecta|Centaurea maculosa|Chondrodendron tomentosum|Clerodendrum bungei|Conus mus|Cordia leucocephala|Dendronephthya griffini|Diospyros assimilis|Dolabella californica|Embelia parviflora|Embelia schimperi|Ephedra sinica|Epilobium hirsutum|Eria anomala|Erysimum leptophyllum|Erythrina melanacantha|Esenbeckia leiocarpa|Euphorbia nematocypha|Faramea salicifolia|Gymnocalycium schickendantzii|Haplophyllum obtusifolium|Helichrysum tenuifolium|Hypericum styphelioides|Latrunculia magnifica|Lemaireocereus longispinus|Lycogala epidendrum|Lythrum salicaria|Monsonia senegalensis|Morella rubra|Myxococcus stipitatus|Onopordum acanthium|Pancratium sickenbergeri|Piper regnellii|Planchonia grandis|Plathymenia reticulata|Pteridium esculentum|Rhinella marina|Shigella dysenteriae|Simarouba glauca|Siphonaria capensis|Sophora flavescens|Syzygium polycephaloides|Theonella conica|Tricholoma columbetta|Vellozia nanuzae|Vernonia fagifolia,Shikimates and Phenylpropanoids,6.53,7.63,5.17,6.25,6.71,5.36,5.74,5.77,5.03,6.73,7.02,7.63,地耳草/田基黄,4,27.6
C=C(C)[C@H](CC=C(C)C)CC1=C(OC)C=C(O)C2=C1O[C@@H](C1=C(O)C=CC=C1O)CC2=O,,Sophora exigua,Shikimates and Phenylpropanoids,6.5,7.68,5.26,6.35,6.68,5.82,5.72,5.98,5.05,6.74,7.03,7.68,苦参/槐,4,27.6
CC1(C)C=CC2=C(C=C(O)C3=C2OC=CC3=O)O1,,Sophora exigua,Polyketides,6.81,7.6,5.19,6.12,6.59,5.76,5.69,5.4,5.02,6.6,7.0,7.6,苦参/槐,4,27.6
COC1=CC=C(/C=C/C(=O)O[C@H]2[C@@H]3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)C=C1O,Minecoside,Catalpa bignonioides|Picrorhiza kurroa|Picrorhiza kurrooa|Picrorhiza scrophulariiflora|Radermachera Sinica|Radermachera sinica|Veronica alpina|Veronica bellidioides|Veronica filiformis|Veronica lavaudiana|Veronica officinalis|Veronica pulvinaris|Veronicastrum sibiricum|blue water-speedwell,Terpenoids,6.65,7.52,5.38,6.22,6.71,5.92,5.64,5.41,5.17,6.71,6.98,7.52,胡黄连,4,27.59
COC1=CC(O)=C(O)C=C1C1=C(CC=C(C)C)C(=O)C2=C(O)C=C3OC(C)(C)C=CC3=C2O1,,Artocarpus nobilis|Desmodium tortuosum|Epichloe festucae var. lolii|Eucalyptus amplifolia|Grateloupia carnosa|Paeonia rockii|Papaver pavoninum|Salvia calycina,Shikimates and Phenylpropanoids,6.71,7.65,4.6,6.31,6.7,6.15,5.72,5.64,5.25,6.53,7.02,7.65,丹参,4,27.59
COC1=CC=C(/C=C/C(=O)O[C@H]2[C@H]3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)C=C1O,,Picrorhiza kurrooa|Picrorhiza scrophulariiflora|Radermachera sinica|Veronica bellidioides|Veronica officinalis|Veronicastrum sibiricum,Terpenoids,6.65,7.52,5.38,6.22,6.71,5.92,5.64,5.41,5.17,6.71,6.98,7.52,胡黄连,4,27.59
COC1=CC=C(/C=C\C(=O)O[C@@H]2[C@@H]3C=CO[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)C=C1O,,Picrorhiza scrophulariiflora|Veronicastrum sibiricum,Terpenoids,6.65,7.52,5.38,6.22,6.71,5.92,5.64,5.41,5.17,6.71,6.98,7.52,胡黄连,4,27.59
