identifier,canonical_smiles,name,chemical_super_class,np_classifier_pathway,np_classifier_superclass,np_classifier_class,organisms,dois,organism,pathway,pAct_ACC2,pAct_DGAT2,pAct_FASN,pAct_FDFT1,pAct_FXR,pAct_HMGCR,pAct_LXRa,pAct_PPARG,pAct_SCD,pAct_THRb,top3_mean,max_pAct,mw,logp,hbd,hba,obscure,composite
CNP0312017.1,C=C1CCC[C@H]2[C@](C)(CC3=CC(C(=O)O)=CC(O)=C3O)[C@@H](C)CC[C@]12C,,Benzenoids,Terpenoids,Diterpenoids,,Siphonodictyon coralliphagum,10.1039/np9880500613,Siphonodictyon coralliphagum,Terpenoids,6.52,7.1,4.47,5.81,5.63,4.94,6.12,5.26,5.35,6.98,6.87,7.1,358.4780000000002,5.137300000000005,3,3,2.0,8.93
CNP0139395.1,C/C=C(/C)C(=O)OCC1=CC(=O)C2=C(O)C3=C(C=C2O1)O[C@H](C(C)(C)O)C3,,Organoheterocyclic compounds,Polyketides,Chromanes,Chromones,Adlumia fungosa|Baccharis flabellata|Gasteria bicolor|Juglans regia|Leptospermum liversidgei|Senecio barba-johannis|Solanum lycocarpum|Spongia hispida|Tephrosia lupinifolia,,Adlumia fungosa|Baccharis flabellata|Gasteria bicolor|Juglans regia|Leptospermum liversidgei|Senecio barba-johannis|Solanum lycocarpum|Spongia hispida|Tephrosia lupinifolia,Polyketides,6.5,7.64,4.15,6.16,5.35,5.56,5.72,5.32,5.2,6.46,6.87,7.64,374.3890000000002,2.5824000000000007,2,7,2.0,8.93
CNP0298589.2,C[C@@H]1O[C@](C)(C(=O)O)O[C@H]1/C=C/C=C/C=C/C(=O)O[C@H]1CC[C@H](C2=CC=C3C(=O)C4=C5C(=O)[C@H](O)[C@](C)(O)CC5=CC=C4C(=O)C3=C2O)O[C@@H]1C,"(2S,4S,5S)-2,4-dimethyl-5-[(1E,3E,5E)-7-[(2R,3S,6R)-2-methyl-6-[(2R,3R)-2,3,8-trihydroxy-3-methyl-1,7,12-trioxo-2,4-dihydrobenzo[a]anthracen-9-yl]oxan-3-yl]oxy-7-oxohepta-1,3,5-trienyl]-1,3-dioxolane-2-carboxylic acid",Phenylpropanoids and polyketides,Polyketides,Polycyclic aromatic polyketides,Angucyclines,Marine Bacteria (Unclassified),10.1021/acs.jnatprod.6b00235,Marine Bacteria (Unclassified),Polyketides,6.59,7.45,5.9,5.91,5.78,5.95,5.03,5.36,5.13,6.58,6.87,7.45,702.7090000000003,3.4434000000000022,4,12,2.0,8.93
CNP0294449.2,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@@H]3O)[C@H](C)C(=O)O,antcin C,Lipids and lipid-like molecules,Terpenoids,Steroids,Ergostane steroids,Alcyonium grandis|Antrodia camphorata|Antrodia cinnamomea|Colubrina asiatica|Dipterocarpus pilosus|Echinus miliaris|Hilliardiella oligocephala|Lycoris x chejuensis|Manduca sexta|Moquiniastrum paniculatum|Mosla scabra|Orthosiphon wulfenioides|Podocarpus lawrencei|Taiwanofungus camphoratus,10.1002/JCCS.199800021|10.1021/ACS.JNATPROD.9B00580|10.1021/NP1002143|10.1021/NP400741S|10.1021/NP50117A004|10.1021/TX100116A|10.1021/np1002143,Alcyonium grandis|Antrodia camphorata|Antrodia cinnamomea|Colubrina asiatica|Dipterocarpus pilosus|Echinus miliaris|Hilliardiella oligocephala|Lycoris x chejuensis|Manduca sexta|Moquiniastrum paniculatum|Mosla scabra|Orthosiphon wulfenioides|Podocarpus lawrencei|Taiwanofungus camphoratus,Terpenoids,6.87,7.91,4.48,5.82,5.24,5.2,5.56,5.28,5.19,5.6,6.87,7.91,470.65000000000026,5.367600000000006,2,4,2.0,8.93
CNP0355044.0,COC1CC(=O)C2=C(O)C=CC=C2C12OC1=CC=CC3=CC=CC(=C13)O2,,Benzenoids,Polyketides,Naphthalenes,Spirodioxynaphthalenes,Unknown-fungus sp. BCC 25093|unidentified species of Phylum Ascomycota,10.1016/j.tet.2015.06.061|10.1039/c6np00124f,Unknown-fungus sp. BCC 25093|unidentified species of Phylum Ascomycota,Polyketides,6.43,7.54,5.47,5.96,5.53,5.43,5.63,5.29,5.09,6.64,6.87,7.54,348.3540000000001,3.7710000000000026,1,5,2.0,8.93
CNP0294449.3,C=C(CC[C@@H](C)[C@H]1CC[C@@H]2C3=C(C(=O)C[C@@]21C)[C@@]1(C)CCC(=O)[C@@H](C)[C@H]1C[C@@H]3O)[C@@H](C)C(=O)O,,Lipids and lipid-like molecules,Terpenoids,Steroids,Ergostane steroids,Alcyonium grandis|Colubrina asiatica|Dipterocarpus pilosus|Echinus miliaris|Hilliardiella oligocephala|Lycoris x chejuensis|Manduca sexta|Moquiniastrum paniculatum|Mosla scabra|Orthosiphon wulfenioides|Podocarpus lawrencei|Taiwanofungus camphoratus,10.1016/J.BMC.2010.10.032,Alcyonium grandis|Colubrina asiatica|Dipterocarpus pilosus|Echinus miliaris|Hilliardiella oligocephala|Lycoris x chejuensis|Manduca sexta|Moquiniastrum paniculatum|Mosla scabra|Orthosiphon wulfenioides|Podocarpus lawrencei|Taiwanofungus camphoratus,Terpenoids,6.87,7.91,4.48,5.82,5.24,5.2,5.56,5.28,5.19,5.6,6.87,7.91,470.65000000000026,5.367600000000006,2,4,2.0,8.93
CNP0289684.1,O=C1C2=C(O)C(Cl)=CC3=C2[C@@]2(OC4=CC(Cl)=C(O)C5=C4[C@]3(O2)[C@@H]2O[C@@H]2C5O)[C@@H]2O[C@H]12,Spiroxin E,Organoheterocyclic compounds,Polyketides,Naphthalenes,Spirodioxynaphthalenes,Unknown-fungus sp. strain LL-37H248|unidentified fungus,10.1016/s0040-4039(99)00242-7|10.1039/b006897g,Unknown-fungus sp. strain LL-37H248|unidentified fungus,Polyketides,6.3,7.58,4.61,5.82,5.58,5.46,6.43,5.35,5.12,6.61,6.87,7.58,449.19800000000015,2.0017000000000005,3,8,2.0,8.93
CNP0606832.1,N=C1N[C@@H]2N3C(=CC(Br)=C3Br)C(=O)N3CCC[C@@]23N1,"(1S,5R)-7,8-dibromo-3-imino-2,4,6,12-tetrazatetracyclo[10.3.0.01,5.06,10]pentadeca-7,9-dien-11-one",Organic acids and derivatives,Alkaloids,,,Agelas|Agelas mauritiana|Aster georgianus|Echinocystis fabacea|Euphorbia salicifolia|Hosta plantaginea|Ptilometra australis|Streptomyces misakiensis|Vernonia arctioides|agelas sponges,10.1016/J.BMC.2009.12.028|10.1016/S0040-4039(00)76222-8,Agelas|Agelas mauritiana|Aster georgianus|Echinocystis fabacea|Euphorbia salicifolia|Hosta plantaginea|Ptilometra australis|Streptomyces misakiensis|Vernonia arctioides|agelas sponges,Alkaloids,6.89,7.67,4.82,5.71,5.64,5.3,5.23,5.46,5.45,6.06,6.87,7.67,389.0510000000002,1.58517,3,2,2.0,8.93
CNP0161040.1,O=C1O[C@](CC2=CC3=CC(O)=CC(O)=C3C(=O)O2)(C(Cl)Cl)C[C@H]1O,Desmethyldichlorodiaportintone,Phenylpropanoids and polyketides,Shikimates and Phenylpropanoids,Coumarins,Isocoumarins,Unknown-fungus sp. CYSK-4|unidentified species of Phylum Ascomycota,10.1039/c9np00069k|10.3390/md16020054,Unknown-fungus sp. CYSK-4|unidentified species of Phylum Ascomycota,Shikimates and Phenylpropanoids,6.68,7.34,4.49,6.6,5.33,5.44,5.72,5.19,5.11,6.51,6.87,7.34,375.16,1.5969999999999998,3,7,2.0,8.93
CNP0193414.2,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@@H](O)[C@](C)(O)[C@@H]1C[C@@H]3O)[C@H](C)C(=O)O,"(2S,6R)-2-methyl-3-methylidene-6-[(3R,4R,5R,7S,10S,13R,14R,17R)-3,4,7-trihydroxy-4,10,13-trimethyl-11-oxo-2,3,5,6,7,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]heptanoic acid",Lipids and lipid-like molecules,Terpenoids,Steroids,Ergostane steroids,Antrodia camphorata|Taiwanofungus camphoratus,10.1021/ACS.JNATPROD.9B00580|10.1021/NP400741S|10.1021/acs.jnatprod.9b00580|10.1021/np400741s,Antrodia camphorata|Taiwanofungus camphoratus,Terpenoids,6.88,7.88,4.48,5.84,5.15,5.14,5.53,5.25,5.21,5.61,6.87,7.88,488.66500000000025,4.274300000000003,4,5,2.0,8.93
CNP0307569.0,OC1=NCCC2=C1NC1=CC=CC=C21,"4,9-dihydro-3H-pyrido[3,4-b]indol-1-ol",Organoheterocyclic compounds,Alkaloids,Tryptophan alkaloids,Carboline alkaloids,Trigonostemon lii|sponge sp.,10.1016/j.bmcl.2012.01.106|10.1021/np020592u,Trigonostemon lii|sponge sp.,Alkaloids,6.22,7.17,5.42,5.6,5.43,5.45,6.23,5.48,5.24,7.22,6.87,7.22,186.21400000000003,2.0286,2,1,2.0,8.93
CNP0355773.1,C=C1C(=O)C2=C(C[C@@](C)(C(=O)O)C2)[C@@](C)(O)C12CC2,illudinic acid,Organic oxygen compounds,Terpenoids,Sesquiterpenoids,Illudane sesquiterpenoids,Unknown-fungus sp. (MF 6186),10.1021/np960596x,Unknown-fungus sp. (MF 6186),Terpenoids,6.77,7.6,4.27,5.61,6.23,5.36,5.92,5.33,5.13,5.77,6.87,7.6,262.305,1.8377999999999999,2,3,2.0,8.93
CNP0159579.2,O=C1C2=CC(O)=CC(O)=C2C(=O)C2=C1C=C(O)C1=C2O[C@H]2OCC[C@@H]12,"(4R,8S)-10,16,18-trihydroxy-3,5-dioxapentacyclo[10.8.0.02,9.04,8.014,19]icosa-1,9,11,14(19),15,17-hexaene-13,20-dione",Benzenoids,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Unknown-fungus sp.,10.1055/a-0835-2332,Unknown-fungus sp.,Polyketides,6.41,7.64,4.44,6.15,5.42,5.23,5.9,5.23,5.26,6.56,6.87,7.64,340.2870000000001,1.8011999999999995,3,7,2.0,8.93
CNP0306414.1,COC1=CC(O)=C2C(=O)[C@H]3C[C@@H](O)[C@@](C)(O)[C@H](O)[C@@H]3[C@@H](O)C2=C1,altersolanol L,Benzenoids,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Alternaria|Alternaria sp.|Centaurea ptosimopappoides|Chondrosia corticata|Corallina elongata|Deutzia gracilis|Limnatis nilotica|Neopetrosia proxima|Notholaena californica|Paraconiothyrium brasiliense|Peltophorum ferrugineum|Primula modesta|Pterocarpus gracilis|Salvia sahendica|Stemphylium|Stemphylium globuliferum|Stemphylium sp. 33231|Streptogonopus phipsoni|Udotea conglutinata|Vernonia filigera,10.1021/NP200766D|10.1021/NP500340Y|10.1021/NP8004997|10.1021/np200766d|10.1021/np500340y|10.1021/np8004997,Alternaria|Alternaria sp.|Centaurea ptosimopappoides|Chondrosia corticata|Corallina elongata|Deutzia gracilis|Limnatis nilotica|Neopetrosia proxima|Notholaena californica|Paraconiothyrium brasiliense|Peltophorum ferrugineum|Primula modesta|Pterocarpus gracilis|Salvia sahendica|Stemphylium|Stemphylium globuliferum|Stemphylium sp. 33231|Streptogonopus phipsoni|Udotea conglutinata|Vernonia filigera,Polyketides,6.56,7.45,4.38,5.5,5.22,5.67,5.89,5.23,5.15,6.59,6.87,7.45,324.329,-0.26060000000000016,5,7,2.0,8.93
CNP0193414.4,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@@H](O)[C@](C)(O)[C@@H]1C[C@@H]3O)[C@@H](C)C(=O)O,"(2R,6R)-2-methyl-3-methylidene-6-[(3R,4R,5R,7S,10S,13R,14R,17R)-3,4,7-trihydroxy-4,10,13-trimethyl-11-oxo-2,3,5,6,7,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]heptanoic acid",Lipids and lipid-like molecules,Terpenoids,Steroids,Ergostane steroids,Alcyonium grandis|Antrodia camphorata|Colubrina asiatica|Dipterocarpus pilosus|Echinus miliaris|Hilliardiella oligocephala|Lycoris x chejuensis|Manduca sexta|Moquiniastrum paniculatum|Mosla scabra|Orthosiphon wulfenioides|Podocarpus lawrencei|Taiwanofungus camphoratus,10.1021/ACS.JNATPROD.9B00580|10.1021/NP1002143|10.1021/NP400741S|10.1021/acs.jnatprod.9b00580|10.1021/np400741s,Alcyonium grandis|Antrodia camphorata|Colubrina asiatica|Dipterocarpus pilosus|Echinus miliaris|Hilliardiella oligocephala|Lycoris x chejuensis|Manduca sexta|Moquiniastrum paniculatum|Mosla scabra|Orthosiphon wulfenioides|Podocarpus lawrencei|Taiwanofungus camphoratus,Terpenoids,6.88,7.88,4.48,5.84,5.15,5.14,5.53,5.25,5.21,5.61,6.87,7.88,488.66500000000025,4.274300000000003,4,5,2.0,8.93
CNP0294449.1,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@H]3O)C(C)C(=O)O,Camphoratin G,Lipids and lipid-like molecules,Terpenoids,Steroids,Ergostane steroids,Taiwanofungus camphoratus,10.1021/np1002143,Taiwanofungus camphoratus,Terpenoids,6.87,7.91,4.48,5.82,5.24,5.2,5.56,5.28,5.19,5.6,6.87,7.91,470.65000000000026,5.367600000000006,2,4,2.0,8.93
CNP0294449.5,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@@H]3O)C(C)C(=O)O,Antcin C,Lipids and lipid-like molecules,Terpenoids,Steroids,Ergostane steroids,Taiwanofungus camphoratus,10.1016/J.BMC.2010.10.032,Taiwanofungus camphoratus,Terpenoids,6.87,7.91,4.48,5.82,5.24,5.2,5.56,5.28,5.19,5.6,6.87,7.91,470.65000000000026,5.367600000000006,2,4,2.0,8.93
CNP0240762.0,COCC1=C(O)C=C2C(=O)C3=C(O)C=CC=C3C(=O)C2=C1O,124854-45-1,Benzenoids,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Chara corallina|Damnacanthus indicus|Euphorbia ingens|Monilinia fructigena|Perna viridis|Siphonaria funiculata|Solanum curtipes|Stachys recta,10.1016/0031-9422(92)90070-7,Chara corallina|Damnacanthus indicus|Euphorbia ingens|Monilinia fructigena|Perna viridis|Siphonaria funiculata|Solanum curtipes|Stachys recta,Polyketides,6.27,7.72,5.54,5.86,5.29,6.26,5.97,5.6,5.12,6.62,6.87,7.72,300.266,1.7251999999999996,3,6,2.0,8.93
CNP0264554.1,C=C1CC[C@@H]2[C@](C)(CCC[C@]2(C)C(=O)O)[C@H]1CCC1=CCOC1=O,pinusolidic acid,Lipids and lipid-like molecules,Terpenoids,Diterpenoids,Labdane diterpenoids,Agathis macrophylla|Calocedrus formosana|Fokienia hodginsii|Platycladus Orientalis|Platycladus orientalis|Taiwanofungus camphoratus|Thuja orientalis|fokienia hodginsii,10.1002/JCCS.199900110|10.1002/JCCS.200300022|10.1016/0031-9422(89)80203-1|10.1016/J.FOODCHEM.2011.09.089|10.1021/NP034033E|10.1021/NP0581263|10.1021/NP400010C|10.1021/np034033e|10.1021/np400010c|10.1055/S-2006-957371,Agathis macrophylla|Calocedrus formosana|Fokienia hodginsii|Platycladus Orientalis|Platycladus orientalis|Taiwanofungus camphoratus|Thuja orientalis|fokienia hodginsii,Terpenoids,6.67,7.68,4.62,5.76,5.26,5.11,5.99,6.27,4.88,5.78,6.87,7.68,332.44000000000005,4.113300000000002,1,3,2.0,8.93
CNP0073122.1,COC1=C(O)[C@H](C)[C@@H](CC=C(C)CCC=C(C)C[C@H](O)C=C(C)CO)[C@@H](O)C1=O,Antroquinonol R,Lipids and lipid-like molecules,Terpenoids,Meroterpenoids,Prenyl quinone meroterpenoids,Antrodia cinnamomea|Taiwanofungus camphoratus,10.1021/ACS.JNATPROD.7B00223|10.1021/acs.jnatprod.7b00223,Antrodia cinnamomea|Taiwanofungus camphoratus,Terpenoids,6.49,7.67,4.38,6.2,5.39,6.07,5.55,5.33,5.26,6.46,6.87,7.67,408.5350000000001,3.3508000000000018,4,6,2.0,8.93
CNP0294449.4,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@@H]3O)[C@@H](C)C(=O)O,"(2R,6R)-6-[(4S,5S,7S,10S,13R,14R,17R)-7-hydroxy-4,10,13-trimethyl-3,11-dioxo-2,4,5,6,7,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methyl-3-methylideneheptanoic acid",Lipids and lipid-like molecules,Terpenoids,Steroids,Ergostane steroids,Antrodia camphorata|Taiwanofungus camphoratus,10.1021/ACS.JNATPROD.9B00580|10.1021/NP400741S,Antrodia camphorata|Taiwanofungus camphoratus,Terpenoids,6.87,7.91,4.48,5.82,5.24,5.2,5.56,5.28,5.19,5.6,6.87,7.91,470.65000000000026,5.367600000000006,2,4,2.0,8.93
CNP0156064.1,O=C1C2=C(O)C(Cl)=CC3=C2[C@@]2(OC4=CC(Cl)=C(O)C5=C4[C@]3(O2)[C@@H]2O[C@@H]2C5=O)[C@@H]2O[C@H]12,Spiroxin B,Organoheterocyclic compounds,Polyketides,Naphthalenes,Spirodioxynaphthalenes,Unknown-fungus sp. strain LL-37H248|unidentified fungus,10.1016/s0040-4039(99)00242-7|10.1039/b006897g,Unknown-fungus sp. strain LL-37H248|unidentified fungus,Polyketides,6.3,7.59,4.62,5.83,5.57,5.47,6.43,5.18,5.09,6.6,6.87,7.59,447.1820000000002,2.1510000000000007,2,8,2.0,8.93
CNP0428934.0,COC(=O)C1=C(O)C=C(C)C=C1OC1=C(O)C=C(OC)C=C1C1=C(C2=C(O)C=C(C)C=C2O)C2=C(O)C=C(OC)C=C2C1=O,Ascomindone B,Phenylpropanoids and polyketides,Polyketides,,,Unknown sp. SK2YWS-L|unidentified species of Phylum Ascomycota,10.1038/srep36609|10.1039/c7np00052a,Unknown sp. SK2YWS-L|unidentified species of Phylum Ascomycota,Polyketides,6.53,7.43,4.43,5.96,5.48,6.16,6.07,6.36,5.15,6.64,6.87,7.43,600.5760000000002,5.582940000000008,5,11,2.0,8.93
CNP0294449.6,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@H]3O)[C@@H](C)C(=O)O,,Lipids and lipid-like molecules,Terpenoids,Steroids,Ergostane steroids,Alcyonium grandis|Colubrina asiatica|Dipterocarpus pilosus|Echinus miliaris|Hilliardiella oligocephala|Lycoris x chejuensis|Manduca sexta|Moquiniastrum paniculatum|Mosla scabra|Orthosiphon wulfenioides|Podocarpus lawrencei|Taiwanofungus camphoratus,10.1021/NP1002143,Alcyonium grandis|Colubrina asiatica|Dipterocarpus pilosus|Echinus miliaris|Hilliardiella oligocephala|Lycoris x chejuensis|Manduca sexta|Moquiniastrum paniculatum|Mosla scabra|Orthosiphon wulfenioides|Podocarpus lawrencei|Taiwanofungus camphoratus,Terpenoids,6.87,7.91,4.48,5.82,5.24,5.2,5.56,5.28,5.19,5.6,6.87,7.91,470.65000000000026,5.367600000000006,2,4,2.0,8.93
CNP0338906.2,CC[C@H]1C=CC(=O)O[C@H]1/C=C/C(O)(CCN)[C@@H](C[C@@H](O)/C=C\C=C/[C@@H]1CCC[C@H](OC(=O)CCCC(C)C)C1)OP(=O)(O)O,Leustroducsin A,Organoheterocyclic compounds,Polyketides,Linear polyketides,Phoslactomycins or Phosphazomycins,Streptomyces platensis|Unknown-fungus sp.,10.7164/ANTIBIOTICS.46.1512|10.7164/antibiotics.46.1512,Streptomyces platensis|Unknown-fungus sp.,Polyketides,6.88,7.62,4.54,6.11,5.93,5.51,5.51,5.7,5.6,5.42,6.87,7.62,641.7390000000005,4.399900000000005,5,9,2.0,8.93
CNP0183006.1,CC1(C)OC2=C(C[C@H]1Cl)C(=O)C1=C(O)C=C(O)C=C1C2=O,"3-chloro-6,8-dihydroxy-8-alpha-lapachone",Organoheterocyclic compounds,Polyketides,Naphthalenes,Naphthoquinones,Marine Bacteria (Unclassified)|Streptomyces|Streptomyces SCSIO 10428|Streptomyces sp.|Streptomyces sp. CA-271078|Streptomyces sp. SCSIO 10428,10.1039/c4np00144c|10.3390/MD11062113|10.3390/MD14100188|10.3390/md11062113|10.3390/md14100188,Marine Bacteria (Unclassified)|Streptomyces|Streptomyces SCSIO 10428|Streptomyces sp.|Streptomyces sp. CA-271078|Streptomyces sp. SCSIO 10428,Polyketides,6.39,7.58,4.35,5.81,5.42,5.43,5.87,5.33,5.13,6.62,6.86,7.58,308.71700000000004,2.5372000000000003,2,5,2.0,8.92
CNP0161126.1,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@@H](O)[C@@H](C)[C@@H]1C[C@@H]3O)C(C)C(=O)O,Camphoratin B,Lipids and lipid-like molecules,Terpenoids,Steroids,Ergostane steroids,Taiwanofungus camphoratus,10.1016/J.BMC.2010.10.032|10.1016/j.bmc.2010.10.032|10.1021/NP1002143|10.1021/np1002143,Taiwanofungus camphoratus,Terpenoids,6.87,7.89,4.48,5.83,5.29,5.29,5.53,5.24,5.19,5.61,6.86,7.89,472.6660000000002,5.159400000000005,3,4,2.0,8.92
CNP0411514.1,CC1(C)CC(=O)[C@]2(C)CC[C@]3(C)C(=CCC4[C@@](C)(CCC(=O)O)C(C(C)(O)CO)CC[C@]43C)[C@@H]2C1,"Seco-4,23-hydroxyoleane-12-en-22-one-3-carboxylic acid",Lipids and lipid-like molecules,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",Unknown-fungus imperfecti,10.7164/antibiotics.52.1124,Unknown-fungus imperfecti,Terpenoids,6.81,7.53,4.49,6.07,5.33,5.36,5.87,5.26,5.28,6.24,6.86,7.53,488.7090000000004,5.775100000000007,3,4,2.0,8.92
CNP0194993.1,COC1=CC(O)=C2C(=O)C3=C(C(=O)C2=C1)[C@@H](O)[C@](C)(O)[C@H](O)[C@H]3O,Altersolanol A,Benzenoids,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Alternaria porri|Alternaria solani|Ampelomyces|Ampelomyces sp.|Ampelomyces species|Anthracophyllum archeri|Baileya pleniradiata|Bellida graminea|Centaurea ptosimopappoides|Chondrosia corticata|Cladosporium|Cladosporium sp.|Cladosporium sp. NRRL 29097|Corallina elongata|Dactylaria lutea|Dactylis lutea|Deutzia gracilis|Dichotomophthora lutea|Dioscorea antaly|Gadus brandtii|Limnatis nilotica|Neopetrosia proxima|Notholaena californica|Paraconiothyrium brasiliense|Peltophorum ferrugineum|Phomopsis juniperovora|Pleurostylia africana|Polyommatus icarus|Primula modesta|Pterocarpus gracilis|Salvia sahendica|Sarcomyxa serotina|Stemphylium|Stemphylium botryosum|Stemphylium botryosum var. lactucum|Stemphylium globuliferum|Stemphylium sp. 33231|Streptogonopus phipsoni|Udotea conglutinata|Vernonia filigera,10.1016/0021-9673(93)80481-M|10.1016/0031-9422(90)80068-R|10.1016/0031-9422(90)80110-3|10.1016/0031-9422(93)85401-C|10.1016/0031-9422(95)00861-6|10.1016/J.BMC.2013.04.024|10.1016/J.PHYTOCHEM.2008.02.013|10.1016/S0021-9673(00)88639-2|10.1016/S0021-9673(01)90674-0|10.1016/S0031-9422(00)84768-8|10.1016/j.bmc.2013.04.024|10.1016/j.phytochem.2008.02.013|10.1021/NP020097Y|10.1021/NP500340Y|10.1021/NP8004997|10.1021/np020097y|10.1021/np8004997|10.1080/00021369.1981.10864889|10.1139/V83-067|10.1139/V83-068|10.1515/ZNC-1988-11-1204,Alternaria porri|Alternaria solani|Ampelomyces|Ampelomyces sp.|Ampelomyces species|Anthracophyllum archeri|Baileya pleniradiata|Bellida graminea|Centaurea ptosimopappoides|Chondrosia corticata|Cladosporium|Cladosporium sp.|Cladosporium sp. NRRL 29097|Corallina elongata|Dactylaria lutea|Dactylis lutea|Deutzia gracilis|Dichotomophthora lutea|Dioscorea antaly|Gadus brandtii|Limnatis nilotica|Neopetrosia proxima|Notholaena californica|Paraconiothyrium brasiliense|Peltophorum ferrugineum|Phomopsis juniperovora|Pleurostylia africana|Polyommatus icarus|Primula modesta|Pterocarpus gracilis|Salvia sahendica|Sarcomyxa serotina|Stemphylium|Stemphylium botryosum|Stemphylium botryosum var. lactucum|Stemphylium globuliferum|Stemphylium sp. 33231|Streptogonopus phipsoni|Udotea conglutinata|Vernonia filigera,Polyketides,6.55,7.47,4.34,5.78,5.33,5.8,5.89,5.15,5.14,6.56,6.86,7.47,336.296,-1.0763,5,8,2.0,8.92
CNP0135642.1,CC(=O)O[C@H]1C(=O)[C@@H]2[C@H]3OCC4=C3[C@](C)(CC[C@]2(C)[C@H]1C(C)C)[C@@H](O)CC4=O,Guanacastepene F,Organic oxygen compounds,Terpenoids,Diterpenoids,Guanacastane diterpenoids,Unknown-fungus sp. cR115,10.1021/ja016176y,Unknown-fungus sp. cR115,Terpenoids,6.96,7.61,4.51,6.01,5.16,5.42,5.54,5.73,5.02,5.83,6.86,7.61,390.4760000000001,2.2247000000000003,1,6,2.0,8.92
CNP0335684.1,CC(=O)O[C@H]1C(=O)[C@@H]2[C@H]3OCC4=C3[C@@](C)(CCC4=O)CC[C@]2(C)[C@H]1C(C)C,Guanacastepene G,Organic oxygen compounds,Terpenoids,Diterpenoids,Guanacastane diterpenoids,Unknown-fungus sp. cR115,10.1021/ja016176y,Unknown-fungus sp. cR115,Terpenoids,6.97,7.63,4.45,5.98,5.01,5.44,5.6,5.75,5.08,5.82,6.86,7.63,374.47700000000015,3.2539000000000016,0,5,2.0,8.92
CNP0304089.1,C[C@]12C[C@@H](O)[C@H]3[C@@H](CC[C@]4(O)C[C@@H](OC(=O)CCCCCCCCCCCCCO)CC[C@]34CO)[C@@]1(O)CC[C@@H]2C1=COC(=O)C=C1,"[(3S,5S,8R,9S,10R,11R,13R,14S,17R)-5,11,14-trihydroxy-10-(hydroxymethyl)-13-methyl-17-(6-oxopyran-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] 14-hydroxytetradecanoate",Lipids and lipid-like molecules,Terpenoids,Steroids,Bufadienolides,Cane toad|bufo marinus,10.1021/NP980189G|10.1021/np980189g,Cane toad|bufo marinus,Terpenoids,6.77,7.73,5.62,6.09,5.38,5.55,5.56,5.2,5.47,5.77,6.86,7.73,660.8890000000005,5.524400000000009,5,9,2.0,8.92
CNP0109371.1,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@@H]3O)C(C)C(=O)OC,Camphoratin F,Lipids and lipid-like molecules,Terpenoids,Steroids,Ergostane steroids,Taiwanofungus camphoratus,10.1016/J.BMC.2010.10.032|10.1016/j.bmc.2010.10.032|10.1021/NP1002143|10.1021/np1002143,Taiwanofungus camphoratus,Terpenoids,6.88,7.89,4.54,5.82,5.52,5.77,5.64,5.31,5.21,5.5,6.86,7.89,484.6770000000003,5.456000000000007,1,5,2.0,8.92
